Name,Behavior,Storage,FileSpec,FileSpecSustain,FileSpecRelease,Template,Loadspec,Secondary,SustainAlias,ReleaseAlias,Bus,VolumeGroup,DuckGroup,Duck,ReverbSend,CenterSend,VolMin,VolMax,DistMin,DistMaxDry,DistMaxWet,DryMinCurve,DryMaxCurve,WetMinCurve,WetMaxCurve,LimitCount,LimitType,EntityLimitCount,EntityLimitType,PitchMin,PitchMax,PriorityMin,PriorityMax,PriorityThresholdMin,PriorityThresholdMax,AmplitudePriority,PanType,Pan,Futz,Looping,RandomizeType,Probability,StartDelay,EnvelopMin,EnvelopMax,EnvelopPercent,OcclusionLevel,IsBig,DistanceLpf,FluxType,FluxTime,Subtitle,Doppler,ContextType,ContextValue,ContextType1,ContextValue1,ContextType2,ContextValue2,ContextType3,ContextValue3,Timescale,IsMusic,IsCinematic,FadeIn,FadeOut,Pauseable,StopOnEntDeath,Compression,StopOnPlay,DopplerScale,FutzPatch,VoiceLimit,IgnoreMaxDist,NeverPlayTwice,ContinuousPan,FileSource,FileSourceSustain,FileSourceRelease,FileTarget,FileTargetSustain,FileTargetRelease,Platform,Language,OutputDevices,PlatformMask,WiiUMono,StopAlias,DistanceLpfMin,DistanceLpfMax,FacialAnimationName,RestartContextLoops,SilentInCPZ,ContextFailsafe,GPAD,GPADOnly,MuteVoice,MuteMusic,RowSourceFileName,RowSourceShortName,RowSourceLineNumber
test_sound,,,tst\test_sound.wav,,,UIN_MOD,,,,,,,,,,,80,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

## Blast-O-Matic
wpn_raygun_fire,,,_bocw\weapons\wpn\energy\raygun\plr\shot\wpn_raygun_fire.wav,,,UIN_MOD,,,,,BUS_FX,grp_weapon,snp_wpn_1p_shot,,70,0,84,84,0,500,1000,allon,default,allon,default,8,priority,3,oldest,-25,25,90,90,0.25,1,no,2d,wpn_all,,nonlooping,,1,0,0,0,0,0.25,no,yes,,0,,no,water,over,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,
## WEAPON_SHOT_NPC,,,FILEPATH\SOUND_FILE.wav,,,UIN_MOD,,wpn_t9_wpn_lfe_npc,,,BUS_FX,grp_weapon,snp_wpn_1p_shot,,70,0,84,84,0,500,1000,allon,default,allon,default,8,priority,3,oldest,-25,25,40,90,0.25,1,no,3d,front,,nonlooping,,1,0,0,0,0,0.25,no,yes,,0,,no,water,over,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,
## WEAPON_SHOT_PLAYER_UPGRADED,,,FILEPATH\SOUND_FILE.wav,,,UIN_MOD,,wpn_t9_pap_flux_plr,,,BUS_FX,grp_weapon,snp_wpn_1p_shot,,70,0,84,84,0,500,1000,allon,default,allon,default,8,priority,3,oldest,-25,25,90,90,0.25,1,no,2d,wpn_all,,nonlooping,,1,0,0,0,0,0.25,no,yes,,0,,no,water,over,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,
## WEAPON_SHOT_NPC_UPGRADED,,,FILEPATH\SOUND_FILE.wav,,,UIN_MOD,,wpn_t9_pap_flux_npc,,,BUS_FX,grp_weapon,snp_wpn_1p_shot,,70,0,84,84,0,500,1000,allon,default,allon,default,8,priority,3,oldest,-25,25,40,90,0.25,1,no,3d,front,,nonlooping,,1,0,0,0,0,0.25,no,yes,,0,,no,water,over,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,
wpn_ray_loop,,,_bocw\weapons\wpn\energy\raygun\projectile\loop\wpn_ray_loop.wav,,,UIN_MOD,,,,,BUS_FX,grp_weapon,snp_wpn_1p_shot,,70,0,84,84,0,350,800,allon,default,allon,default,8,priority,3,oldest,-25,25,40,90,0.25,1,no,2d,front,,nonlooping,,1,0,0,0,0,0.25,no,yes,,0,,no,water,over,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,
prj_supersonic_crack_00,,,_bocw\weapons\wpn\energy\raygun\projectile\crack\prj_supersonic_crack_00.wav,,,UIN_MOD,,,,,BUS_FX,grp_weapon,snp_wpn_1p_shot,,70,0,84,84,0,350,800,allon,default,allon,default,8,priority,3,oldest,-25,25,40,90,0.25,1,no,2d,front,,nonlooping,,1,0,0,0,0,0.25,no,yes,,0,,no,water,over,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,

#BO:CW Blast-O-Matic
wpn_t9_gallosa12_inspect_part1,,,skye_ports\t9_gallosa12\foley\wpn_t9_gallosa12_inspect_part1.wav,,,wpn_t9_reload_plr,,
wpn_t9_gallosa12_inspect_part2,,,skye_ports\t9_gallosa12\foley\wpn_t9_gallosa12_inspect_part2.wav,,,wpn_t9_reload_plr,,
wpn_t9_gallosa12_inspect_part3,,,skye_ports\t9_gallosa12\foley\wpn_t9_gallosa12_inspect_part3.wav,,,wpn_t9_reload_plr,,
wpn_t9_gallosa12_start,,,skye_ports\t9_gallosa12\foley\wpn_t9_gallosa12_start.wav,,,wpn_t9_reload_plr,,
wpn_t9_gallosa12_first_raise_bolt_back,,,skye_ports\t9_gallosa12\foley\wpn_t9_gallosa12_first_raise_bolt_back.wav,,,wpn_t9_reload_plr,,
wpn_t9_gallosa12_first_raise_bolt_forward,,,skye_ports\t9_gallosa12\foley\wpn_t9_gallosa12_first_raise_bolt_forward.wav,,,wpn_t9_reload_plr,,
wpn_t9_gallosa12_pre_shell_in,,,skye_ports\t9_gallosa12\foley\wpn_t9_gallosa12_pre_shell_in1.wav,,,wpn_t9_reload_plr,,
wpn_t9_gallosa12_pre_shell_in,,,skye_ports\t9_gallosa12\foley\wpn_t9_gallosa12_pre_shell_in2.wav,,,wpn_t9_reload_plr,,
wpn_t9_gallosa12_pre_shell_in,,,skye_ports\t9_gallosa12\foley\wpn_t9_gallosa12_pre_shell_in3.wav,,,wpn_t9_reload_plr,,
wpn_t9_gallosa12_shell_in,,,skye_ports\t9_gallosa12\foley\wpn_t9_gallosa12_shell_in1.wav,,,wpn_t9_reload_plr,,
wpn_t9_gallosa12_shell_in,,,skye_ports\t9_gallosa12\foley\wpn_t9_gallosa12_shell_in2.wav,,,wpn_t9_reload_plr,,
wpn_t9_gallosa12_shell_in,,,skye_ports\t9_gallosa12\foley\wpn_t9_gallosa12_shell_in3.wav,,,wpn_t9_reload_plr,,
wpn_t9_gallosa12_shell_in,,,skye_ports\t9_gallosa12\foley\wpn_t9_gallosa12_shell_in4.wav,,,wpn_t9_reload_plr,,
wpn_t9_gallosa12_shell_in,,,skye_ports\t9_gallosa12\foley\wpn_t9_gallosa12_shell_in5.wav,,,wpn_t9_reload_plr,,
wpn_t9_gallosa12_reload_out,,,skye_ports\t9_gallosa12\foley\wpn_t9_gallosa12_reload_out1.wav,,,wpn_t9_reload_plr,,
wpn_t9_gallosa12_reload_out,,,skye_ports\t9_gallosa12\foley\wpn_t9_gallosa12_reload_out2.wav,,,wpn_t9_reload_plr,,

#First person sounds

# RETIRED ROW (acc 2026-07-03): this was a TEMPLATE-layout row (66-col skye template header) the pack author pasted into this 102-col alias csv - it broke the whole bank compile pre-remap, and even remapped it only defines an EMPTY alias that shadows the installed template of the same name (template_skye_t9_sounds.csv defines the real one; NOTHING in this file references it as Template/Secondary). Kept for reference: wpn_t9_shot_plr,,loaded,,,,,,,,,BUS_FX,grp_weapon,snp_wpn_1p_shot,,65,0,84,84,0,10000,10000,allon,default,allon,default,8,priority,3,oldest,0,0,90,90,0.25,1,,2d,front,,nonlooping,,1,0,0,0,0,0.25,,yes,,0,,no,water,over,,,,,,,yes,no,no,0,0,,no,,,,,,,no,,,,,,,,,,,,,,800,3000,,,,,no,no,,,,,
wpn_t9_shot_loop_plr,,loaded,,,,,,,,,bus_fx,grp_weapon,snp_wpn_1p_shot,wpn_cmn_shot_plr,65,0,81,81,0,10000,10000,,,,,8,priority,2,oldest,0,0,90,90,0.25,1,,2d,front,,looping,,1,0,0,0,0,0.25,no,yes,,,,no,water,,,,,,,,yes,no,no,0,1,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# RETIRED ROW (acc 2026-07-03): this was a TEMPLATE-layout row (66-col skye template header) the pack author pasted into this 102-col alias csv - it broke the whole bank compile pre-remap, and even remapped it only defines an EMPTY alias that shadows the installed template of the same name (template_skye_t9_sounds.csv defines the real one; NOTHING in this file references it as Template/Secondary). Kept for reference: wpn_t9_pap_shot_plr,,loaded,,,,,,,,,bus_fx,grp_weapon,snp_wpn_1p_shot,wpn_cmn_shot_plr,65,0,84,84,0,10000,10000,,,,,8,priority,2,oldest,0,0,90,90,0.25,1,,2d,front,,nonlooping,,1,0,0,0,0,0.25,no,yes,,,,no,,,,,,,,,yes,no,no,0,1,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_t9_reload_plr,,loaded,,,,,,,,,bus_fx,grp_foley,snp_foley,wpn_cmn_shot_plr,59,0,86,90,0,10000,10000,,,,,8,priority,8,oldest,0,100,70,70,0.25,1,,2d,front_mostly,,nonlooping,,1,0,0,0,0,0.25,no,yes,,,,no,water,,,,,,,,yes,no,no,0,1,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
